Method,Num Communities,Max Size,Avg Size,Modularity,Avg. density:,Avg. degree:,Avg. clustering:,Execution Time (s)
Louvain,12,21,12.5,0.7516517058694095,0.4565893901420217,4.717460317460318,0.5129881582262534,0.005803823471069336
Leiden,11,21,13.636363636363637,0.7526672722451352,0.43214544626027873,4.780799795632332,0.526807841787336,0.010312080383300781
Infomap,15,11,10.0,0.7448361270812058,0.5082491582491582,4.563232323232324,0.5228265191598525,0.009064912796020508
